

0.000000000  Node Startup
0.000000000 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.13/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/gazebo/set_physics_properties] has not been advertised, waiting...
591.347000000 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.13/src/libros/service.cpp:122(service::waitForService) [topics: /rosout, /clock, /gazebo/link_states, /gazebo/model_states] waitForService: Service [/gazebo/set_physics_properties] is now available.
591.431000000 INFO [/tmp/binarydeb/ros-kinetic-gazebo-ros-2.5.14/src/gazebo_ros_api_plugin.cpp:2083(GazeboRosApiPlugin::physicsReconfigureThread) [topics: /rosout, /clock, /gazebo/link_states, /gazebo/model_states, /gazebo/parameter_descriptions, /gazebo/parameter_updates] Physics dynamic reconfigure ready.
592.093000000 INFO [/tmp/binarydeb/ros-kinetic-gazebo-plugins-2.5.14/include/gazebo_plugins/gazebo_ros_utils.h:95(__cxx11::string gazebo::GetRobotNamespace) [topics: /rosout, /clock, /gazebo/link_states, /gazebo/model_states, /gazebo/parameter_descriptions, /gazebo/parameter_updates] Laser Plugin: Using the 'robotNamespace' param: '/'
592.093000000 INFO [/tmp/binarydeb/ros-kinetic-gazebo-plugins-2.5.14/src/gazebo_ros_laser.cpp:111(GazeboRosLaser::Load) [topics: /rosout, /clock, /gazebo/link_states, /gazebo/model_states, /gazebo/parameter_descriptions, /gazebo/parameter_updates] Starting Laser Plugin (ns = /)
2566.861000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2566.907000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2566.958000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2567.008000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2567.058000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2567.098000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2567.151000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2567.200000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2567.252000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2567.299000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2567.349000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2567.394000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2567.445000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2567.490000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2567.543000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2567.593000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2567.647000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2567.693000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2567.744000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2567.793000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2567.845000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2567.893000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2567.943000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2567.992000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2568.042000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2568.092000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2568.143000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2568.192000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2568.243000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2568.293000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2568.342000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2568.392000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2568.442000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2568.492000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2568.542000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2568.593000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2568.642000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2568.692000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2568.742000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2568.792000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2568.842000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2568.892000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2568.942000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2568.993000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2569.043000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2569.090000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2569.143000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 2 - front
2569.196000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 2 - front
2569.241000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 7 - front and fleft and fright
2569.291000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 7 - front and fleft and fright
2569.342000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 7 - front and fleft and fright
2569.393000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2569.444000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2569.494000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2569.544000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2569.596000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2569.653000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2569.702000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2569.747000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2569.797000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2569.844000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2569.893000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2569.945000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2569.994000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2570.043000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2570.094000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2570.143000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2570.193000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2570.241000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2570.293000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2570.344000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2570.390000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2570.446000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2570.494000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2570.550000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2570.593000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2570.645000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2570.701000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2570.744000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2570.798000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2570.847000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2570.895000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2570.946000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2570.998000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2571.058000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2571.102000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2571.152000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2571.193000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2571.245000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2571.293000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2571.344000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2571.395000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2571.445000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2571.498000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2571.550000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2571.579000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2571.641000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2571.694000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2571.743000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2571.794000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2571.845000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2571.899000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2571.944000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2571.994000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2572.044000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2572.093000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2572.143000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2572.193000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2572.244000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2572.294000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2572.344000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2572.397000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2572.444000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2572.494000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2572.542000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2572.594000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2572.644000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2572.695000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2572.744000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2572.792000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2572.843000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2572.893000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2572.945000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2572.991000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2573.066000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2573.112000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 7 - front and fleft and fright
2573.162000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2573.214000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2573.263000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2573.302000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2573.354000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2573.396000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2573.446000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2573.496000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2573.543000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2573.599000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2573.651000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2573.704000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2573.761000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2573.809000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2573.860000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2573.907000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2573.955000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2574.003000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2574.052000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2574.095000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2574.142000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2574.193000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 7 - front and fleft and fright
2574.243000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2574.294000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2574.345000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2574.395000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2574.446000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2574.490000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2574.544000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2574.594000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2574.645000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 7 - front and fleft and fright
2574.694000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2574.740000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2574.794000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2574.844000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2574.893000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2574.943000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2574.993000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2575.044000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2575.093000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2575.143000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 4 - fleft
2575.194000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2575.243000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2575.291000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2575.342000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2575.393000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2575.443000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2575.493000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2575.543000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2575.597000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2575.643000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2575.694000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
2575.744000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2575.794000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2575.845000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2575.891000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2575.943000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2575.993000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 1 - nothing
2576.044000000 INFO [obstacle_avoidance.py:63(take_action) [topics: /clock, /m2wr/laser/scan, /rosout, /cmd_vel] case 6 - front and fleft
